"","job.title","company.name","location","job.description","job.seen.beacon","job.id","location.type"
"456","Statistician (Health)","Centers for Disease Control and Prevention","Hyattsville, MD","As a Statistician (Health), you will: Provide expertise and guidance in the development and appropriate use of statistical data Plan and develop research on…","newStatistician (Health)Centers for Disease Control and Prevention4.2Hyattsville, MD$122,530 - $159,286 a yearAs a Statistician (Health), you will: Provide expertise and guidance in the development and appropriate use of statistical data Plan and develop research on…
3 days ago·More...View all Centers for Disease Control and Prevention jobs in Hyattsville, MD - Hyattsville jobsSalary Search: Statistician (Health) salaries in Hyattsville, MDSee popular questions & answers about Centers for Disease Control and Prevention","job_55f40562afcbbb42",""
"556","Artificial Intelligence Machine Learning Senior Software Eng...","Keasis","Temporarily ","5-8 years of experience in AI based application/solution development.
 Job Type : Full Time Permanent*.
 Conversional AI, Chat Bots, ML, NLP, Python*.","newArtificial Intelligence Machine Learning Senior Software Eng...KeasisTemporarily Remote$84,848 - $233,973 a yearEasily apply5-8 years of experience in AI based application/solution development.
 Job Type : Full Time Permanent*.
 Conversional AI, Chat Bots, ML, NLP, Python*.
Active 3 days ago·More...View all Keasis jobs in Remote - Remote jobsSalary Search: Artificial Intelligence Machine Learning Senior Software Engineer salaries in Remote","job_327550553ef74fa0","Remote"
"656","Lead Data Scientist","S&P Global","New York, NY 10041 (Financial District area)+15 locations•","We succeed through leveraging unique research, big data, and machine learning techniques, and quantifying non-traditional data sources and risk analysis in…","Lead Data ScientistS&P Global3.9New York, NY 10041 (Financial District area)+15 locations•Remote$67,600 - $190,100 a yearWe succeed through leveraging unique research, big data, and machine learning techniques, and quantifying non-traditional data sources and risk analysis in…
26 days ago·More...View all S&P Global jobs in New York, NY - New York jobsSalary Search: Lead Data Scientist salaries in New York, NYSee popular questions & answers about S&P Global","job_d093bd58ddf446f5","Remote"
"756","Data Scientist, Analytics – Music Ranking","Facebook","+2 locations","Own the data-driven insights and trends for our Music ecosystem.
 Effectively communicate results, insights and data-driven narratives to the product team and…","Data Scientist, Analytics – Music RankingFacebook4.1+2 locationsRemoteOwn the data-driven insights and trends for our Music ecosystem.
 Effectively communicate results, insights and data-driven narratives to the product team and…
30+ days ago·More...View all Facebook jobs in Remote - Remote jobsSalary Search: Data Scientist, Analytics – Music Ranking salaries in RemoteSee popular questions & answers about Facebook","job_1c0996b7131730d7","Remote"
"856","DSC Data Scientist","UCLA","Los Angeles, CA","Demonstrated experience with text & data mining, machine learning, data science, and data interpretation techniques.","DSC Data ScientistUCLA4.3Los Angeles, CADemonstrated experience with text & data mining, machine learning, data science, and data interpretation techniques.
12 days ago·More...View all UCLA jobs in Los Angeles, CA - Los Angeles jobsSalary Search: DSC Data Scientist salaries in Los Angeles, CASee popular questions & answers about UCLA","job_10afe83b033b5e7e",""
"956","Senior Data Scientist","Cargill","Wayzata, MN","Work on multidisciplinary teams of data engineers, software engineers, data scientists, and business subject-matter experts to deliver complex projects on time…","Senior Data ScientistCargill3.8Wayzata, MNWork on multidisciplinary teams of data engineers, software engineers, data scientists, and business subject-matter experts to deliver complex projects on time…
17 days ago·More...View all Cargill jobs in Wayzata, MN - Wayzata jobsSalary Search: Senior Data Scientist salaries in Wayzata, MNSee popular questions & answers about Cargill","job_fb2837848d5d62ce",""
"1056","Associate Data Scientist","HCA Healthcare","Nashville, TN 37203","Technical knowledge in math, statistics, machine learning, model fitting and optimization.
 Knowledge of statistical modeling and machine learning.","newAssociate Data ScientistHCA Healthcare3.6Nashville, TN 37203Technical knowledge in math, statistics, machine learning, model fitting and optimization.
 Knowledge of statistical modeling and machine learning.
4 days ago·More...View all HCA Healthcare jobs in Nashville, TN - Nashville jobsSalary Search: Associate Data Scientist salaries in Nashville, TNSee popular questions & answers about HCA Healthcare","job_b4c45a70f635b46f",""
"1156","Machine Learning Software Developer","Kitware","+2 locations","Strong understanding of machine learning fundamentals and theory.
 Experience in Python-based machine learning frameworks and tools such as PyTorch, Scikit-Learn…","Machine Learning Software DeveloperKitware+2 locationsRemoteStrong understanding of machine learning fundamentals and theory.
 Experience in Python-based machine learning frameworks and tools such as PyTorch, Scikit-Learn…
30+ days ago·More...View all Kitware jobs in Remote - Remote jobsSalary Search: Machine Learning Software Developer salaries in Remote","job_db1e62c3b2ffcbd7","Remote"
"1256","Analyst, Data Science Management","Sephora","San Francisco, CA 94105 (South Beach area)•","Quantitative background with at least 2-3 years of analytics, data science, or data engineering, or data visualization.","Analyst, Data Science ManagementSephora3.8San Francisco, CA 94105 (South Beach area)•RemoteQuantitative background with at least 2-3 years of analytics, data science, or data engineering, or data visualization.
17 days ago·More...View all Sephora jobs in San Francisco, CA - San Francisco jobsSalary Search: Analyst, Data Science Management salaries in San Francisco, CASee popular questions & answers about Sephora","job_08b35aa11c32d6f3","Remote"
"1356","Full Stack Data Scientist","Klaviyo","Boston, MA","In this role, you will work alongside machine learning engineers, data scientists, product managers and designers in small teams.","Full Stack Data ScientistKlaviyo5.0Boston, MAIn this role, you will work alongside machine learning engineers, data scientists, product managers and designers in small teams.
30+ days ago·More...View all Klaviyo jobs in Boston, MA - Boston jobsSalary Search: Full Stack Data Scientist salaries in Boston, MA","job_7a0c2b3ba7fb268b",""
"1456","Data Scientist","Procter & Gamble","Cincinnati, OH 45201 (Central Business District area)+1 location","Work or academic experience must include: Big data and advanced analytics tools; applying and scaling analytic techniques to deliver actionable insights from…","Data ScientistProcter & Gamble4.1Cincinnati, OH 45201 (Central Business District area)+1 locationWork or academic experience must include: Big data and advanced analytics tools; applying and scaling analytic techniques to deliver actionable insights from…
9 days ago·More...View all Procter & Gamble jobs in Cincinnati, OH - Cincinnati jobsSalary Search: Data Scientist salaries in Cincinnati, OHSee popular questions & answers about Procter & Gamble","job_b8d18441d24fffd4",""
"1556","Data Scientist","American IT Resource Groups","Boston, MA•Temporarily ","May function as subject matter expert or project lead.
 In addition to the requirements above, we also require 3 years of experience using a data analytics and…","newData ScientistAmerican IT Resource GroupsBoston, MA•Temporarily Remote$60 - $65 an hourEasily applyUrgently hiringMay function as subject matter expert or project lead.
 In addition to the requirements above, we also require 3 years of experience using a data analytics and…
Active 4 days ago·More...View all American IT Resource Groups jobs in Boston, MA - Boston jobsSalary Search: Data Scientist salaries in Boston, MA","job_a562525af05b4471","Remote"
"id57","Data Scientist","Verizon","Newport Beach, CA 92658+7 locations","In this technical lead role, you will use with AI expertise and experience with implementation of AI in commercial applications (500m dollar plus business…","Data ScientistVerizon3.9Newport Beach, CA 92658+7 locationsIn this technical lead role, you will use with AI expertise and experience with implementation of AI in commercial applications (500m dollar plus business…
22 days ago","sj_a2b0ff44c2c2d32b",""
"257","CQI Sr Registry Data Analyst - Full Time - Days - Detroit","Henry Ford Health System","Detroit, MI","$6 billion integrated health system comprised of six hospitals, a health plan, and 250+ sites.
 Bachelor's degree in Information Technology, Business, Health…","newCQI Sr Registry Data Analyst - Full Time - Days - DetroitHenry Ford Health System3.8Detroit, MI$6 billion integrated health system comprised of six hospitals, a health plan, and 250+ sites.
 Bachelor's degree in Information Technology, Business, Health…
Today·More...View all Henry Ford Health System jobs in Detroit, MI - Detroit jobsSalary Search: CQI Sr Registry Data Analyst - Full Time - Days - Detroit salaries in Detroit, MISee popular questions & answers about Henry Ford Health System","job_020cba5eb97219fb",""
